Location,Price (RM),Bathrooms,Car Parks,Type,Size,Furnishing,Bedrooms,Store,Size_Encoded
43,3580000,5,0,83,3897,0,3,2,2350
43,3291600,3,1,83,1688,1,2,1,1190
10,18000000,7,0,49,15000,1,8,0,3733
54,1100000,2,2,57,1200,1,3,0,745
43,1198800,1,1,82,636,0,1,0,193
43,1250000,1,1,83,925,0,1,0,474
43,1830000,2,1,82,1076,1,1,1,623
54,1840000,4,3,58,2694,1,3,1,1806
43,2449440,5,0,58,2916,0,4,1,1901
55,2398000,3,8,75,5000,0,5,0,2702
10,5800000,6,4,45,6600,1,5,1,3034
35,350000,2,0,82,950,1,3,0,497
54,1690000,4,2,61,2020,1,3,1,1424
42,1380000,2,1,57,1500,0,3,0,1028
35,2126000,6,6,57,5632,4,5,1,2842
10,1550000,2,2,95,2400,0,3,0,1650
43,1900000,2,1,86,1076,0,1,1,623
10,2900000,3,4,11,3254,1,4,1,2061
54,2890000,6,3,58,3478,0,4,1,2162
54,600000,1,1,86,633,0,1,0,190
43,2270000,2,1,82,1087,0,1,1,635
73,418000,2,2,83,900,1,2,0,449
21,318000,2,1,61,970,0,2,0,517
43,1000000,1,1,57,657,1,1,0,213
78,9000000,6,0,45,8100,1,5,1,3266
78,12000000,8,0,45,9700,1,7,1,3483
78,10500000,8,0,45,9400,1,7,1,3448
80,2400000,5,6,79,4000,1,5,0,2391
41,780000,1,1,57,657,1,1,0,213
51,700000,3,2,61,1496,1,3,1,1024
16,1068000,3,4,58,1772,1,4,1,1254
27,3790000,6,0,76,3500,1,8,0,2175
43,1420000,2,1,61,976,1,2,0,523
54,2330000,5,3,58,2702,1,4,1,1809
27,3500000,4,0,24,5448,1,5,1,2811
54,1780000,4,2,58,2073,1,3,1,1464
43,1050000,1,1,61,751,0,1,0,304
16,630000,0,2,58,1404,1,3,0,941
21,530000,2,1,61,1394,2,3,1,932
27,1990000,4,0,12,1650,1,3,1,1157
43,1637500,2,1,57,976,0,2,0,523
43,7975250,6,2,87,2975,4,4,1,1929
35,669000,2,2,86,1094,2,3,1,642
35,1438000,4,4,61,2378,2,3,1,1638
35,1280000,4,3,61,2128,0,3,2,1499
43,1000000,3,2,82,1313,0,2,2,853
35,945000,3,2,61,1523,1,2,1,1050
43,1550000,2,1,82,711,1,1,1,265
43,3100000,2,2,83,1572,1,2,0,1090
10,2900000,3,4,11,3400,1,5,2,2128
43,2670000,2,1,82,1114,0,2,0,662
54,908000,2,1,82,873,1,2,0,423
54,1150000,2,1,82,910,1,2,0,459
54,1100000,2,1,82,907,0,2,0,456
24,5400000,4,6,45,7318,4,5,0,3160
81,664000,2,2,58,1260,1,3,0,805
43,1050000,1,1,60,751,1,1,0,304
43,990000,1,1,57,657,1,1,0,213
40,768000,1,1,83,546,0,1,0,119
54,1450000,4,2,61,1496,1,3,1,1024
43,1230000,1,1,86,850,0,1,0,400
43,1000000,1,1,61,657,1,1,0,213
54,1685000,4,2,58,2038,1,3,1,1441
73,1377000,5,0,57,2501,2,4,1,1709
54,2800000,5,3,57,3041,0,4,1,1961
54,1750000,4,0,57,2073,4,3,1,1464
24,2600000,4,2,82,1851,1,3,1,1308
43,3600000,4,2,83,3897,2,3,1,2350
24,1400000,1,1,82,904,1,1,0,453
43,1000000,1,1,57,751,1,1,0,304
43,5070000,3,3,82,2142,1,3,0,1508
21,450000,2,2,57,1018,2,3,0,565
24,3800000,6,4,45,5000,1,6,1,2702
43,3843000,2,1,58,1098,1,1,1,646
10,7000000,6,4,46,6846,1,5,1,3079
19,14800000,8,6,46,12000,1,7,1,3630
78,14800000,7,5,46,13041,0,5,2,3679
41,1061100,1,1,57,786,1,1,1,337
41,900000,1,1,57,657,0,1,0,213
45,485000,2,1,57,950,0,3,0,497
27,1160000,2,2,61,1389,1,3,0,927
27,3550000,5,4,24,4306,2,4,1,2498
24,5400000,4,6,46,7300,1,4,1,3157
54,980000,2,1,82,932,4,2,0,481
43,1300000,1,2,82,925,1,1,0,474
16,930000,0,0,57,1513,4,4,1,1040
54,710000,1,0,82,676,1,1,0,231
101,1174338,5,3,58,2266,1,4,1,1578
54,1600000,4,2,57,1496,1,3,1,1024
43,1250000,2,1,57,736,1,2,0,289
27,1830000,3,0,12,1650,1,3,1,1157
45,2100000,6,4,75,3060,4,6,0,1971
42,1049888,2,2,82,858,1,2,0,408
54,1850000,4,2,58,1830,1,3,2,1294
54,1470000,2,2,58,1200,0,3,0,745
16,920000,3,2,57,1513,1,4,1,1040
43,1000000,1,1,60,751,1,1,0,304
24,7612600,4,3,84,4478,1,4,2,2560
16,900000,3,2,58,1513,1,4,1,1040
16,1060000,3,4,58,1772,1,4,1,1254
35,738000,2,2,60,1092,1,4,0,640
91,5350000,4,0,49,7200,1,5,2,3139
43,1450000,2,1,57,867,0,2,0,417
54,1700000,4,0,58,2038,1,3,1,1441
42,1150000,1,0,57,1119,0,2,2,667
42,1500000,3,0,58,1544,1,3,1,1066
21,715000,2,1,61,750,0,3,0,303
101,950000,3,2,57,1637,1,3,0,1146
54,2650000,5,0,61,3401,0,5,0,2129
24,2500000,3,3,9,2800,1,4,0,1855
24,3000000,4,4,75,3550,1,5,0,2193
24,3680000,6,6,45,6300,4,7,0,2979
16,900000,3,3,58,1513,1,4,1,1040
43,1250000,1,1,83,880,0,1,1,430
16,1050000,3,4,58,1772,1,4,1,1254
91,6000000,4,0,45,8000,1,5,0,3256
21,780000,1,1,41,624,0,1,0,182
43,1350000,2,2,58,1270,0,2,0,814
24,2650000,4,3,82,2077,1,3,1,1465
54,2450000,4,3,58,3000,1,4,1,1938
24,12000000,7,0,45,9127,4,6,0,3409
43,1100000,2,0,83,811,0,2,1,361
54,2550000,6,3,57,3541,1,4,1,2189
16,930000,4,2,57,1513,1,4,1,1040
21,535000,1,1,86,762,1,1,0,313
43,2400000,2,1,86,1006,0,2,0,553
23,11800000,8,6,46,8622,0,7,0,3340
43,1250000,1,1,82,850,0,1,0,400
16,1080000,3,0,57,1772,4,4,1,1254
54,1450000,4,2,58,1496,1,3,1,1024
16,940000,3,3,58,1513,1,4,1,1040
29,1150000,2,1,82,1148,0,2,0,696
54,580000,1,1,82,462,4,1,0,60
54,628000,1,1,88,496,4,1,0,82
24,4300000,0,3,75,5177,1,0,0,2735
10,2100000,3,2,12,1875,1,4,1,1326
24,4680000,4,4,75,3800,1,4,2,2314
43,2761000,2,1,82,1023,1,1,0,570
54,1100000,3,2,57,1200,1,3,1,745
16,3200000,7,5,49,5317,1,6,1,2769
45,528000,2,2,60,960,1,3,0,507
43,1180000,1,0,82,635,0,1,1,192
16,928000,3,2,61,1513,1,4,1,1040
16,1100000,4,4,58,1772,1,4,1,1254
35,509000,2,1,82,797,4,2,0,347
54,1668000,4,2,58,1668,1,4,0,1174
45,415000,2,2,61,932,2,4,0,481
91,2600000,3,3,79,3600,1,4,1,2219
70,700000,3,2,57,999,1,2,1,546
35,375000,2,1,82,775,0,1,0,326
73,380000,2,1,82,900,4,2,0,449
101,425000,2,2,82,880,1,3,0,430
54,2600000,4,3,57,3041,0,4,1,1961
11,730000,2,2,86,1227,1,3,0,772
21,480000,2,2,57,825,1,3,0,375
43,1450000,2,1,82,1050,0,2,0,597
43,3600000,3,2,86,1668,1,2,1,1174
78,14800000,7,0,45,8600,0,5,2,3336
85,600000,2,1,82,935,0,3,0,484
85,620000,2,1,82,935,2,3,0,484
85,498000,2,1,82,715,1,2,0,269
16,860000,1,1,83,933,1,1,1,482
16,1350000,3,3,87,1519,1,3,1,1046
16,750000,2,1,83,750,1,1,1,303
54,1800000,4,2,57,1830,4,4,1,1294
54,1800000,3,2,57,1830,4,3,1,1294
54,1750000,3,0,57,1830,4,3,1,1294
81,820000,2,2,82,1259,4,2,0,804
43,3609950,3,1,82,1560,0,3,0,1080
10,530000,1,1,61,600,0,1,1,159
14,1500000,2,0,57,1200,4,3,0,745
14,1200000,2,0,57,1200,4,3,0,745
43,1399000,2,2,57,1270,4,2,0,814
70,848000,3,2,57,1381,1,3,1,919
54,1280000,2,0,82,926,0,2,0,475
70,695000,2,2,57,999,1,2,0,546
5,430000,2,2,61,1076,2,3,0,623
10,5200000,5,8,45,12250,1,5,0,3654
21,285000,2,1,37,748,1,3,0,301
21,400000,2,1,58,920,0,3,0,469
71,543353,1,1,58,667,1,1,0,222
16,520000,2,2,57,1100,1,3,0,648
43,1800,1,0,86,493,1,1,0,79
43,1800,1,0,86,493,1,1,0,79
43,1900000,2,1,86,1076,1,1,1,623
43,1900000,2,1,86,1076,1,1,1,623
43,2150000,2,1,86,1079,1,1,1,627
43,4280000,5,2,83,2195,1,3,1,1538
54,900000,2,1,57,1208,0,3,0,753
40,440000,2,2,57,1065,1,3,1,612
54,2290000,5,3,58,2767,1,4,1,1841
54,1120000,2,0,82,910,1,2,0,459
54,2253000,6,3,58,2702,1,4,1,1809
54,1050000,2,0,82,896,1,2,0,445
54,2230000,5,0,58,2973,1,4,1,1927
54,1880000,5,0,58,2243,0,3,1,1564
54,3270600,6,0,57,3671,1,5,1,2257
54,1660000,4,2,57,1878,2,3,0,1328
54,3200000,5,0,58,3729,1,4,1,2285
78,12000000,9,0,46,10345,1,7,0,3545
54,4500000,5,0,58,4723,1,4,1,2640
54,3700000,5,0,58,4090,1,4,1,2425
54,2980000,6,3,58,3668,1,4,1,2255
54,3090000,6,0,18,2800,1,5,1,1855
54,3300000,5,0,58,4450,0,4,1,2549
27,1980000,3,0,12,1650,1,3,1,1157
17,4467122,5,4,32,4422,1,5,0,2538
17,5344829,5,4,32,5315,1,5,0,2768
54,3484600,6,3,58,3668,1,4,1,2255
27,1300000,2,2,58,1323,1,2,0,863
27,3480000,5,0,9,3082,1,3,1,1986
27,1250000,2,2,58,1300,1,2,0,841
27,1730000,4,2,58,1700,0,3,1,1201
27,1180000,3,0,57,1507,0,2,1,1034
27,2850000,4,0,12,3082,1,3,1,1986
27,1350000,3,3,61,1701,1,3,1,1202
27,1350000,4,2,58,1680,1,3,1,1185
10,950000,2,1,61,1518,1,3,0,1045
24,2280000,5,2,59,3303,1,4,1,2083
24,1150000,2,1,58,1205,1,2,1,750
24,3600000,4,3,82,2702,1,3,1,1809
24,1400000,1,1,82,904,1,1,0,453
45,398000,0,2,58,1027,1,0,0,574
43,1890000,5,0,57,3412,1,4,2,2134
34,561100,4,0,62,1879,1,3,1,1329
3,710550,2,0,83,1572,1,4,0,1090
43,1818500,3,0,57,2250,1,4,0,1570
85,486000,2,0,82,945,1,3,0,492
54,2535300,5,0,57,3729,1,5,0,2285
41,1804275,2,0,59,1647,1,3,0,1154
27,2600000,5,0,9,2000,1,4,1,1413
27,1280000,3,0,57,1432,0,3,1,968
27,850000,3,1,57,1173,0,2,0,720
27,3300000,5,0,8,3200,1,4,1,2039
27,3400000,6,2,24,4400,1,4,1,2530
27,1550000,4,0,20,1800,1,3,1,1276
27,2800000,4,0,20,3211,1,3,1,2045
27,3500000,6,0,24,5448,1,5,1,2811
27,3150000,5,0,9,3000,1,4,0,1938
27,2900000,5,0,20,3650,1,4,1,2244
27,3650000,6,0,20,4000,1,4,1,2391
27,3600000,5,0,8,5000,1,3,1,2702
27,4800000,6,0,20,4400,1,4,1,2530
54,920000,2,2,61,1448,1,3,1,983
27,1580000,3,0,20,1900,1,3,1,1346
27,6300000,7,0,45,6800,1,5,2,3068
27,1580000,3,0,18,1900,1,3,0,1346
27,1100000,2,0,57,1378,0,2,1,916
27,2990000,6,0,26,3500,1,5,1,2175
27,6200000,9,0,27,6938,1,6,1,3094
27,1300000,2,0,57,1324,1,3,0,864
27,1430000,2,0,57,1377,1,3,0,915
27,1600000,2,2,58,1400,1,2,1,938
27,3500000,6,0,75,3200,1,6,1,2039
27,1050000,2,2,57,1389,1,2,1,927
27,1530000,3,0,57,1777,1,3,1,1258
27,1400000,3,2,57,1572,0,3,1,1090
27,1170000,2,2,57,1389,0,3,0,927
54,1599000,4,0,57,1878,0,3,1,1328
27,900000,1,0,57,915,0,1,1,464
27,1600000,3,0,24,1900,1,3,1,1346
27,1330000,4,0,57,1653,0,3,1,1160
54,2940000,5,3,57,3668,1,4,1,2255
29,1131760,5,2,57,1942,3,3,1,1375
54,3200000,5,3,57,3668,0,4,1,2255
54,2950000,6,3,57,3668,1,4,1,2255
54,3680000,6,3,57,4090,1,4,1,2425
54,2890000,6,3,57,3478,0,4,1,2162
29,1138060,5,2,57,2081,3,3,1,1469
27,2600000,6,2,20,3197,1,4,1,2038
27,1080000,1,2,61,1034,1,2,0,581
27,7150000,0,0,71,11000,4,0,0,3588
27,1200000,3,0,61,1507,0,2,1,1034
27,4550000,6,0,18,4471,2,3,2,2558
27,1900000,4,0,57,2110,1,3,1,1489
27,12350000,0,0,71,19000,0,0,0,3822
27,1100000,2,0,57,1378,0,2,1,916
27,5300000,7,2,20,6088,1,5,1,2939
27,1730000,3,0,57,1690,0,3,1,1192
27,1180000,2,2,57,1087,0,2,0,635
27,5600000,9,2,26,7000,1,6,1,3105
54,3490000,5,3,57,3720,0,4,1,2282
27,5670000,0,0,71,9000,0,0,0,3390
27,2050000,4,0,8,2541,1,3,1,1730
27,1520000,3,0,20,1900,1,3,1,1346
27,1980000,3,0,8,2390,0,3,1,1645
27,989000,2,2,57,1333,3,3,1,873
27,883000,2,2,57,1093,2,2,1,641
27,1208000,2,0,57,1535,2,3,1,1059
27,588000,1,0,57,700,0,1,0,254
27,1130000,2,0,57,1378,0,2,1,916
27,790000,1,0,57,969,0,1,1,516
27,1350000,3,0,57,1701,0,2,2,1202
27,1530000,4,2,57,2066,1,3,1,1460
27,1550000,3,0,61,1852,0,3,1,1309
27,2300000,4,2,12,2600,1,3,1,1760
22,1550000,3,1,82,1453,0,2,1,988
27,2350000,3,2,8,2500,1,3,1,1708
27,8100000,6,0,45,6900,1,5,2,3088
27,2250000,2,0,8,2600,1,3,0,1760
27,2850000,4,0,8,3000,0,3,1,1938
27,3468000,5,0,8,3000,1,3,1,1938
27,948888,2,0,57,1100,0,2,0,648
27,4000000,5,0,20,4500,1,4,1,2568
27,3170000,5,0,24,4306,1,4,1,2498
27,1900000,3,0,57,1800,0,3,1,1276
27,1400000,2,0,57,1292,3,2,0,834
27,2850000,6,5,27,3500,1,5,1,2175
27,1400000,2,0,57,1292,1,2,0,834
27,2990000,5,5,26,3600,1,5,1,2219
27,1900000,4,2,57,1851,1,3,1,1308
27,1900000,3,0,57,1800,0,4,1,1276
27,2250000,4,0,21,2900,1,4,1,1893
27,4690000,0,0,71,6700,0,0,0,3053
53,1280000,2,0,58,1367,0,2,1,906
54,1850000,4,2,57,1830,1,4,1,1294
3,2800000,5,0,45,14000,1,5,0,3711
43,1500000,4,0,57,2098,0,3,1,1482
91,4200000,5,3,82,3832,1,4,1,2325
91,1550000,3,2,83,1445,1,2,1,980
91,2800000,5,2,83,2426,2,3,1,1668
91,1480000,3,2,82,1691,1,2,1,1193
91,4700000,0,0,45,6300,1,5,1,2979
91,2780000,3,0,75,3600,1,5,0,2219
24,5200000,0,0,45,7678,4,0,0,3206
91,4995000,6,0,45,8000,1,5,1,3256
91,8800000,9,0,46,16001,1,6,1,3767
9,1150000,2,0,61,1485,0,3,0,1016
70,810000,3,2,61,1186,2,3,0,731
70,800000,3,1,61,1237,2,3,0,782
54,2950000,4,3,57,3478,0,4,1,2162
70,818000,0,2,61,1088,2,0,0,636
5,560000,2,2,8,770,1,3,0,321
29,995000,3,3,57,2100,1,4,0,1485
27,1820000,3,2,12,1650,4,3,0,1157
70,768000,2,1,61,1180,2,2,1,726
35,845000,3,0,58,1663,2,3,1,1170
70,970000,4,2,58,1488,2,3,1,1018
70,880900,3,3,61,1373,1,3,0,911
54,1800000,4,2,61,1830,1,4,1,1294
35,390000,2,1,84,775,1,1,0,326
53,1350000,2,0,58,1367,0,3,0,906
16,995000,2,2,82,1218,0,3,0,763
16,900000,2,2,82,1218,2,3,0,763
70,670000,2,1,58,1200,0,3,0,745
54,1280000,2,2,58,1200,1,3,0,745
22,1600000,3,2,83,1442,0,2,1,977
22,1900000,3,2,82,1453,0,2,1,988
22,1420000,1,0,83,1131,0,1,0,679
35,890000,3,2,57,1578,1,3,1,1096
22,2300000,3,2,83,1614,1,2,1,1127
73,240000,2,1,57,850,4,3,0,400
54,2750000,4,0,57,3041,1,3,1,1961
27,6700000,7,4,46,6200,1,7,1,2962
27,1180000,2,2,58,1432,1,3,1,968
27,6300000,7,10,49,7300,1,7,0,3157
27,1190000,3,2,61,1389,1,2,1,927
27,1550000,0,2,61,1346,0,3,0,886
27,1200000,2,2,61,1087,1,2,0,635
27,2080000,3,3,58,1948,0,3,1,1378
27,1150000,1,2,61,1034,1,2,0,581
27,1590000,3,2,24,1900,1,3,0,1346
27,848000,1,2,61,969,1,1,1,516
27,3200000,6,5,21,1991,1,5,0,1405
27,3200000,5,0,24,4306,2,4,1,2498
27,8300000,6,10,49,6900,1,6,1,3088
27,1400000,3,2,61,1572,1,3,1,1090
29,750000,1,3,86,672,0,1,0,227
27,1580000,3,2,24,1900,1,3,0,1346
27,1800000,3,2,24,1900,1,3,0,1346
54,2500000,5,0,57,3043,1,4,1,1962
36,380000,2,1,41,1216,1,3,0,761
73,555000,2,3,57,1600,4,4,0,1115
16,560000,2,2,61,1100,1,3,0,648
45,358000,2,1,57,822,1,2,1,372
54,1270000,2,2,58,1200,1,3,0,745
43,1890000,6,0,58,3412,3,5,0,2134
34,561100,4,0,62,1879,3,3,1,1329
43,4700000,3,2,86,1786,0,3,1,1265
54,2535300,5,0,57,3729,3,4,1,2285
43,1818500,4,0,57,2250,3,3,0,1570
3,1680000,4,0,75,3200,2,4,0,2039
3,4900000,7,6,45,10000,1,5,1,3517
3,3200000,7,0,46,5500,3,5,2,2819
54,1300000,2,2,57,1448,0,3,1,983
54,1990000,3,4,57,3152,0,4,1,2018
54,1900000,5,2,57,2552,1,4,1,1738
54,1300000,3,2,57,1448,1,3,1,983
27,830000,1,1,61,904,0,1,1,453
27,1880000,3,0,57,1690,1,3,1,1192
27,5900000,7,2,20,6207,1,5,1,2964
27,1450000,3,2,57,1680,1,3,1,1185
27,1480000,3,1,61,1458,0,2,1,993
27,5600000,7,0,20,6088,1,5,1,2939
27,2500000,6,0,20,3500,1,4,1,2175
27,790000,1,0,57,904,1,1,1,453
27,1490000,2,0,57,1432,1,2,0,968
27,1950000,4,0,57,1948,0,3,1,1378
27,1550000,3,0,57,1357,1,2,2,896
27,2500000,6,2,20,3228,1,4,1,2049
35,1100000,4,3,58,1782,1,3,1,1261
27,2280000,6,0,14,1600,1,5,1,1115
54,1250000,2,0,57,1448,0,3,0,983
27,3890000,6,0,76,4506,0,6,0,2570
55,1450000,5,2,79,2809,1,4,1,1859
91,980000,2,1,57,1300,1,3,0,841
91,1390000,4,2,57,1800,1,3,1,1276
91,980000,2,1,57,1356,4,3,0,895
80,1600000,4,4,9,4300,1,5,1,2495
91,1000000,2,1,57,1560,1,3,0,1080
91,1400000,3,2,57,1900,1,3,1,1346
91,1450000,2,2,82,1680,0,2,1,1185
10,730000,1,1,82,783,0,1,0,334
16,530000,0,3,57,1003,2,0,0,550
69,690000,3,2,61,1298,2,3,1,839
12,560000,2,1,57,1120,4,3,0,668
43,7500,2,1,86,1078,0,2,0,626
70,790000,2,1,57,1168,1,2,0,715
70,885000,3,2,57,1330,1,3,0,870
101,1050000,4,2,57,1759,4,3,1,1246
101,760000,2,2,57,1382,2,3,0,920
101,970000,2,2,57,1909,1,3,1,1353
54,720000,1,1,88,708,1,1,0,262
81,688000,4,3,58,1449,1,3,1,984
43,500000,1,0,82,470,0,1,0,67
54,1600000,4,0,58,1906,0,3,0,1350
16,520000,3,2,61,1003,2,3,0,550
54,950000,2,1,88,903,0,2,0,452
43,2700000,5,3,58,3800,1,4,0,2314
43,3000000,5,3,57,3800,1,4,0,2314
43,1500000,4,2,58,2098,1,3,1,1482
43,2600000,4,2,83,3282,1,3,1,2071
54,1180000,3,2,61,1756,0,3,1,1243
54,830000,1,0,57,850,0,2,0,400
91,1660000,3,2,82,1445,0,2,1,980
91,2720000,4,2,83,2426,1,3,2,1668
54,950000,3,2,82,1550,0,3,1,1070
35,800000,2,0,61,1400,1,3,0,938
54,3317400,5,3,57,3671,1,5,1,2257
45,485000,2,1,61,930,1,3,0,479
34,561100,3,0,57,1879,1,4,0,1329
54,2535300,4,0,57,3729,1,5,0,2285
43,1890000,4,0,57,3412,1,5,0,2134
43,1818450,3,0,57,2250,1,4,0,1570
43,4600000,5,0,82,5429,1,5,1,2801
43,2700000,4,0,57,3800,1,4,1,2314
43,4600000,5,0,82,5421,2,5,1,2795
43,520000,1,0,82,453,4,1,0,56
43,3500000,4,3,57,3800,1,4,1,2314
43,2800000,4,3,82,3303,1,3,1,2083
43,850000,1,1,82,608,0,1,1,167
43,1050000,2,0,82,813,0,2,1,363
10,530000,1,1,57,600,0,1,1,159
14,678000,1,0,82,667,0,1,0,222
85,550000,2,1,57,1200,0,3,0,745
14,1050000,1,0,82,1067,0,2,0,614
16,638000,2,2,58,1090,1,3,0,638
43,2480000,5,3,60,2900,0,4,1,1893
35,920000,4,0,61,1710,0,3,1,1210
10,1161850,1,1,83,1223,0,2,0,768
16,1730000,4,2,18,1840,0,5,0,1302
16,1750000,4,0,18,2160,1,5,0,1521
35,800000,2,4,12,1600,2,3,1,1115
16,680000,2,0,61,1212,0,3,0,757
10,1300000,2,0,3,1800,2,3,0,1276
101,1120000,4,2,58,1712,1,3,1,1212
101,760000,2,2,58,1382,1,3,0,920
16,855000,3,0,57,1513,3,4,1,1040
3,2600000,7,2,76,4500,1,6,1,2568
10,18200000,0,0,72,34928,4,0,0,3930
69,680000,4,0,61,1643,1,3,1,1151
43,1435000,1,0,86,578,1,1,0,145
35,880000,4,2,58,1535,0,3,1,1059
43,950000,2,1,60,1429,0,2,0,965
16,580000,2,2,58,1073,1,3,0,620
35,568000,2,1,83,680,0,2,0,235
54,1100000,1,1,88,1431,0,1,0,967
91,1100000,2,0,86,1102,0,3,0,650
16,855000,2,0,57,1513,1,3,0,1040
34,388000,1,1,58,700,0,2,0,254
35,450000,2,0,57,1336,1,3,0,876
16,4300000,8,0,45,5700,0,7,1,2858
21,280000,2,1,37,750,1,3,0,303
16,530000,2,2,61,1003,2,3,0,550
42,6350000,5,3,87,4058,1,4,1,2415
42,5149700,4,3,87,2982,0,4,0,1932
35,2080000,3,0,49,7600,1,5,0,3198
16,2350000,5,0,23,3542,1,6,1,2190
16,960000,2,2,83,1218,2,3,0,763
80,638000,3,1,82,1278,0,3,1,822
54,2719000,6,3,58,3317,1,4,1,2093
85,486000,2,0,83,945,3,3,0,492
29,1200000,3,2,57,1395,1,3,0,933
10,5600000,5,0,45,6568,4,6,0,3026
54,680000,2,1,57,1423,0,3,0,959
19,2200000,5,3,58,3287,0,4,1,2075
70,350000,2,0,82,646,4,1,2,202
24,22000000,12,13,45,17000,4,8,0,3790
24,12500000,9,8,45,8000,0,5,2,3256
14,900000,3,0,82,1063,4,3,0,610
26,1300000,2,2,82,1538,1,3,1,1061
26,760000,2,2,83,1087,1,2,0,635
26,1050000,2,2,86,1410,1,2,0,947
3,630000,2,1,82,856,1,2,0,406
54,1720000,3,0,57,1878,0,3,1,1328
43,1100000,4,0,83,1313,0,2,2,853
43,1260000,4,0,83,1378,1,3,1,916
43,800000,2,0,86,807,1,1,0,357
43,890000,3,0,82,1055,2,2,1,602
43,1150000,4,2,86,1701,1,3,1,1202
70,810000,3,2,57,1186,1,3,0,731
70,850000,4,2,57,1381,1,3,1,919
70,680000,3,1,57,999,1,2,1,546
70,1050000,4,2,57,1567,1,3,1,1085
70,1000000,4,2,57,1488,1,3,1,1018
35,690000,4,2,60,1615,0,4,0,1128
101,990000,4,2,60,1712,1,3,1,1212
14,1285000,2,2,82,1555,0,3,0,1075
101,1100000,4,2,60,1759,1,3,1,1246
35,1050000,4,2,57,1875,2,3,1,1326
81,3350000,5,4,76,4065,1,4,1,2416
35,1150000,2,2,60,1707,2,2,2,1207
45,1250000,4,0,9,3458,4,6,0,2153
85,630000,2,1,82,935,1,3,0,484
10,6950000,6,3,58,4945,1,4,1,2691
10,6480000,5,3,58,4025,1,3,1,2400
10,6880000,6,3,58,4771,1,4,1,2652
10,8480000,6,4,58,5137,1,4,1,2723
45,465000,2,1,61,930,1,3,0,479
54,3600000,4,4,26,2000,0,4,0,1413
45,2660000,5,6,46,5000,1,6,0,2702
54,2700000,5,3,75,3220,0,5,0,2048
35,995000,3,2,61,1710,1,3,1,1210
16,920000,2,2,82,1170,1,3,0,717
16,800000,2,2,82,1170,1,3,0,717
16,740000,2,1,82,920,1,2,0,469
16,648000,1,1,86,721,1,1,1,275
16,1999999,5,3,87,2563,1,4,1,1746
42,1380000,2,1,57,1500,0,3,0,1028
81,628000,2,2,86,1025,1,2,1,572
21,280000,2,1,37,780,1,3,0,331
81,560000,2,2,58,1074,0,3,0,621
35,1288000,4,3,61,2128,1,3,2,1499
70,680000,3,1,57,999,2,2,1,546
70,630000,2,1,57,800,1,2,0,350
16,700000,3,2,58,1457,2,3,1,992
43,2200000,6,2,58,4520,1,4,1,2573
43,2500000,6,2,58,4520,1,4,1,2573
54,1496000,4,3,57,1496,1,3,1,1024
43,1295000,2,2,58,1410,0,2,0,947
101,1198000,3,3,58,2266,1,5,0,1578
12,638000,1,0,86,468,0,1,0,65
54,3380000,7,0,59,3671,1,5,2,2257
43,3000000,6,0,58,3800,1,4,2,2314
54,3000000,6,3,58,3541,1,4,2,2189
22,3400000,4,0,58,3285,1,3,1,2073
22,3700000,5,0,58,3285,1,3,1,2073
22,3900000,5,0,58,3750,1,4,2,2295
54,2300000,6,3,58,2702,1,4,2,1809
43,10500000,5,3,58,3638,0,3,1,2237
54,3300000,6,0,58,3632,1,4,2,2234
54,2980000,6,0,58,3668,1,4,1,2255
43,4000000,4,2,83,2195,1,3,1,1538
54,2400000,6,3,58,3043,1,4,2,1962
43,1950000,2,1,82,1076,1,2,0,623
43,2700000,6,0,58,3800,1,4,2,2314
54,2300000,6,0,58,2906,1,4,2,1896
43,2380000,2,0,61,2300,1,3,1,1599
54,2650000,6,3,58,3169,1,4,2,2025
54,2850000,6,3,58,3478,1,4,1,2162
16,2100000,6,0,20,5135,4,6,0,2722
85,437400,2,0,82,945,1,3,0,492
43,2700000,6,3,58,3800,1,4,1,2314
43,2700000,6,3,58,3800,0,4,1,2314
54,3190000,5,3,58,3632,1,4,1,2234
54,2320000,5,0,57,2906,4,4,1,1896
54,3450000,5,0,58,3720,0,4,1,2282
54,2730000,5,0,58,3401,1,4,1,2129
29,1100000,4,0,58,1799,1,3,1,1275
29,1500000,0,0,58,2412,1,3,1,1658
29,1560000,5,0,58,3020,1,4,1,1950
29,930000,3,0,57,1451,1,3,0,986
29,1250000,4,0,58,1991,1,4,1,1405
29,1160000,4,0,57,1799,0,3,1,1275
85,585000,2,1,86,935,2,3,0,484
42,1240000,2,1,82,1087,0,1,1,635
42,2499999,4,2,82,1787,0,3,1,1266
42,1999999,3,1,82,1485,0,2,1,1016
54,1300000,2,2,57,1200,1,3,0,745
3,2772100,7,3,49,4284,1,5,1,2489
73,1250000,3,0,62,1938,4,3,0,1372
29,1035000,5,2,61,1875,1,3,1,1326
19,2280000,5,4,58,2400,0,3,2,1650
29,1380000,6,2,61,2400,1,4,1,1650
54,1850000,4,2,57,1830,1,4,1,1294
16,520000,3,2,57,1003,2,3,0,550
43,950000,1,2,83,1141,0,2,0,689
43,7318000,5,4,57,7318,1,4,1,3160
73,270000,1,1,37,600,4,2,0,159
81,365000,2,0,86,650,0,3,0,206
3,1900000,6,3,49,3821,1,5,1,2319
29,1030000,5,2,61,1853,1,3,1,1310
24,3600000,5,4,78,5000,4,4,1,2702
